Unique ID	Name	Color	Pitch	Cost	Power	Defense	Health	Intelligence	Arcane	Types	Traits	Card Keywords	Abilities and Effects	Ability and Effect Keywords	Granted Keywords	Removed Keywords	Interacts with Keywords	Functional Text	Type Text	Card Played Horizontally	Blitz Legal	CC Legal	Commoner Legal	LL Legal
qMHcbmnLmdDfBkNWhkPdN	Glacial Footsteps	Red	1	6	10	3				Elemental, Guardian, Action, Attack		Ice Fusion, Dominate						"**Ice Fusion**

If Glacial Footsteps was **fused**, it gains **dominate**."	Elemental Guardian Action - Attack	False	True	True	True	True
gc8brnt6KtTr7wf9hfjrF	Glacial Footsteps	Yellow	2	6	9	3				Elemental, Guardian, Action, Attack		Ice Fusion, Dominate						"**Ice Fusion**

If Glacial Footsteps was **fused**, it gains **dominate**."	Elemental Guardian Action - Attack	False	True	True	True	True
6RffdjmzwF6NbD96cLDWR	Glacial Footsteps	Blue	3	6	8	3				Elemental, Guardian, Action, Attack		Ice Fusion, Dominate						"**Ice Fusion**

If Glacial Footsteps was **fused**, it gains **dominate**."	Elemental Guardian Action - Attack	False	True	True	True	True
CmLHBGBBhfKTP7ghq8kTL	Glacial Horns					0				Ice, Equipment, Head			Action	Freeze, Go again				**Action** - Destroy Glacial Horns: Choose a hero. **Freeze** up to 1 card in their arsenal and 1 ally they control until the start of your next turn. **Go again**	Ice Equipment - Head	False	True	True	True	True
tzWfhPkkqnMRWQtGWjRh8	Glaring Impact	Red	1	1	4	3				Light, Warrior, Action, Attack		Charge, Overpower						"As an additional cost to play this, you may **charge** your hero's soul.

If a yellow card is **charged** this way, this gets **overpower**."	Light Warrior Action - Attack	False	True	True	True	True
mRfzmrQ6n6H8CgfpkgR8F	Glaring Impact	Yellow	2	1	3	3				Light, Warrior, Action, Attack		Charge, Overpower						"As an additional cost to play this, you may **charge** your hero's soul.

If a yellow card is **charged** this way, this gets **overpower**."	Light Warrior Action - Attack	False	True	True	True	True
RdzmGtLg9BgTTbC6BjFdk	Glaring Impact	Blue	3	1	2	3				Light, Warrior, Action, Attack		Charge, Overpower						"As an additional cost to play this, you may **charge** your hero's soul.

If a yellow card is **charged** this way, this gets **overpower**."	Light Warrior Action - Attack	False	True	True	True	True
N8krkMtHG86TBmG8Fp69t	Glidewell Fins					1				Ranger, Equipment, Arms		Battleworn						"**Action** - {r}, destroy this: Put an arrow from your hand face-up into your arsenal. It gets +1{p} this turn. **Go again**

**Battleworn**"	Ranger Equipment - Arms	False	True	True	True	True
QDgDmcwTqJPDctWrbqMLt	Glint the Quicksilver	Blue	3	0		3				Warrior, Attack Reaction		Reprise			Go again			"Target weapon attack gains **go again**.

**Reprise** - If the defending hero has defended with a card from their hand this chain link, draw a card."	Warrior Attack Reaction	False	True	True	False	True
FtfhP7nqwbwFWPLkBMFBC	Glisten	Red	1	2						Light, Instant								"Distribute up to four +1{p} counters among any number of weapons you control.

At the beginning of your end phase, remove all +1{p} counters from weapons you control."	Light Instant	False	True	True	False	True
8Wp6TB6rJGhP7PJ8hzpgc	Glisten	Yellow	2	2						Light, Instant								"Distribute up to three +1{p} counters among any number of weapons you control.

At the beginning of your end phase, remove all +1{p} counters from weapons you control."	Light Instant	False	True	True	False	True
rPjwGrNWBrnqGjFhn6rfD	Glisten	Blue	3	2						Light, Instant								"Distribute up to two +1{p} counters among any number of weapons you control.

At the beginning of your end phase, remove all +1{p} counters from weapons you control."	Light Instant	False	True	True	False	True
7BHmLFHMLWwnzR7Fhf667	Glistening Steelblade	Yellow	2	1		3				Warrior, Action		Dorinthea Specialization, Go again			Go again			"**Dorinthea Specialization**

Your next Dawnblade attack this turn has **go again**.

Whenever Dawnblade hits a hero this turn, put a +1{p} counter on it.

**Go again**"	Warrior Action	False	True	True	False	True
BbPCr6FPrbC9wdCFMgDFr	Glory Plate					0				Revered, Equipment, Chest		Guardwell						"This gets +1{d} for each Toughness token that has left the arena this turn.

**Guardwell**"	Revered Equipment - Chest	False	True	True	False	True
FcfhgdgwB6BBHjbNHkFtL	Glory Seeker									Generic, Equipment, Head			Instant					**Instant** - {r}{r}{r}, destroy this: Draw a card.	Generic Equipment - Head	False	True	True	True	True
gJbTFDQTW7HfKnkpwgLCw	Gloves of Azure Waves					0				Pirate, Equipment, Arms		Arcane Barrier 1, High Tide, Blade Break						"**Arcane Barrier 1**

**High Tide** - If there are 2 or more blue cards in your pitch zone, this gets +3{d} and **blade break**."	Pirate Equipment - Arms	False	True	True	False	True
gmwg8fzdNG8rMfrHgD7kw	Gloves of Erasure					0				Wizard, Equipment, Arms		Blade Break						"When this leaves the arena, destroy target aura token.

**Blade Break**"	Wizard Equipment - Arms	False	True	True	True	True
gTk9tDTjGDw9c9dM87gTR	Glyph Destruction Nodes	Yellow	2	0		3			3	Wizard, Action								Deal 3 arcane damage to up to X target heroes and/or allies, where X is the number of aura permanents you control with Sigil in their name.	Wizard Action	False	True	True	False	True
7ztwtMfmmbnrhqM9F797p	Glyph Overlay	Red	1	1		3			3	Wizard, Action		Surge						"Deal X+3 arcane damage to target hero, where X is the number of aura permanents you control with Sigil in their name.

**Surge** - If this deals more than 3 damage, gain 1{h}, then shuffle all aura permanents you control with Sigil in their name into their owner's deck."	Wizard Action	False	True	True	False	True
R9WwPqkfTJnGhpN8fmnCt	Glyph Overlay	Yellow	2	1		3			2	Wizard, Action		Surge						"Deal X+2 arcane damage to target hero, where X is the number of aura permanents you control with Sigil in their name.

**Surge** - If this deals more than 3 damage, gain 1{h}, then shuffle all aura permanents you control with Sigil in their name into their owner's deck."	Wizard Action	False	True	True	False	True
fDz7TpcM8GPdLWPCjcnKh	Glyph Overlay	Blue	3	1		3			1	Wizard, Action		Surge						"Deal X+1 arcane damage to target hero, where X is the number of aura permanents you control with Sigil in their name.

**Surge** - If this deals more than 3 damage, gain 1{h}, then shuffle all aura permanents you control with Sigil in their name into their owner's deck."	Wizard Action	False	True	True	False	True
6KW6hmRbDRRcrThDpMDDT	Glyph Power Spell	Red	1	2		3			4	Wizard, Action								Deal 4 arcane damage to any target. If you control a card with Sigil in its name, instead deal 6 arcane damage.	Wizard Action	False	True	True	False	True
Ngk6PkmH6JQnfdC9zg8fQ	Go Bananas	Yellow	2	0						Generic, Instant								Name an action card. Open and reveal a booster pack of Flesh and Blood and put all cards with the chosen name into your hand. If the booster pack does not contain a card with the chosen name, you may repeat this process.	Generic Instant	False	False	False	False	False
gnCjFF9rFPTrhTrBcjJGc	Goblet of Bloodrun Wine	Blue	3	0		2				Warrior, Action		Go again						"Create an Agility and a Vigor token.

**Go again**"	Warrior Action	False	True	True	True	True
8qdmprPg7kckn8ktMTKQh	Gold									Generic, Token, Item			Action	Go again				**Action** - {r}{r}, destroy this: Draw a card. **Go again**	Generic Token - Item	False	True	True	True	True
Kjjm76jCB6TCdfprGprtD	Gold Hunter Ketch	Yellow	2	4	7	2				Pirate, Action, Attack								If you control less Gold than an opponent, this costs {r}{r} less to play.	Pirate Action - Attack	False	True	True	True	True
NrW7LgbzfgBGPCwhBRkKL	Gold Hunter Lightsail	Yellow	2	1	4	2				Pirate, Action, Attack								When this attacks, if you control less Gold than an opponent, this gets **go again**.	Pirate Action - Attack	False	True	True	True	True
FMtqqPTBz8J7KdLNCbzcb	Gold Hunter Longboat	Yellow	2	0	3	2				Pirate, Action, Attack								If you control less Gold than an opponent, this gets +2{p}.	Pirate Action - Attack	False	True	True	True	True
KgPDCHhKBMbLfN6c8kwBJ	Gold Hunter Marauder	Yellow	2	3	6	2				Pirate, Action, Attack		Overpower						If you control less Gold than an opponent, this gets **overpower**.	Pirate Action - Attack	False	True	True	True	True
f9RrDh96NLGChKKrC9JGK	Gold the Tip	Yellow	2	0		2				Pirate, Ranger, Action		Go again						"Your next arrow attack this turn gets +3{p}.

If there is a yellow arrow face-up in your arsenal, create a Gold token.

**Go again**"	Pirate Ranger Action	False	True	True	False	True
FmmqBdRdbrjzcQ7cp6jKq	Gold-Baited Hook					1				Pirate, Equipment, Arms		Battleworn	Action	Steal, Go again				"**Action** - {t}: Your next Pirate attack this turn gets ""When this hits a hero, **steal** a Gold token they control, otherwise create a Gold token."" At the beginning of your end phase, if you haven't created or stolen a Gold token this turn, destroy this. **Go again**

**Battleworn**"	Pirate Equipment - Arms	False	True	True	False	True
H6nDPCh7gTgWLfzGdhHB7	Golden Cog									Mechanologist, Token, Cog, Item		Crank						"**Crank**

This enters the arena with a steam counter. At the start of your turn, destroy this unless you remove a steam counter from it."	Mechanologist Token - Cog Item	False	True	True	True	True
hWW6zdd6hQ7CwbBt6wc7d	Golden Gait					2				Warrior, Equipment, Legs		Legendary, Olympia Specialization, Temper						"**Legendary Olympia Specialization**

This counts as a Gold.

**Temper**"	Warrior Equipment - Legs	False	True	True	False	True
RWHJMQ9jdRHFHKNqcJDMD	Golden Galea					2				Warrior, Equipment, Head		Legendary, Olympia Specialization, Temper						"**Legendary Olympia Specialization**

This counts as a Gold.

**Temper**"	Warrior Equipment - Head	False	True	True	False	True
hBNhqr7gCLz6QMzBDLk8F	Golden Gauntlets					2				Warrior, Equipment, Arms		Legendary, Olympia Specialization, Temper						"**Legendary Olympia Specialization**

This counts as a Gold.

**Temper**"	Warrior Equipment - Arms	False	True	True	False	True
69GnfBCnLKPjLMkhQ6gF6	Golden Glare					2				Guardian, Equipment, Head		Victor Specialization, Blade Break						"**Victor Specialization**

When this defends together with 2 or more yellow cards, create a Gold token.

**Blade Break**"	Guardian Equipment - Head	False	True	True	True	True
nTWKhGp7pwKwMmtFnB8hc	Golden Heart Plate					2				Warrior, Equipment, Chest		Legendary, Olympia Specialization, Temper						"**Legendary Olympia Specialization**

This counts as a Gold.

**Temper**"	Warrior Equipment - Chest	False	True	True	False	True
cTchBtPqMqnNgDGGW89Gp	Golden Skywarden	Yellow	2	4	7	2				Pirate, Mechanologist, Action, Attack		Galvanize						**Galvanize** - When this defends, you may destroy an item you control. If you do, this gets +1{d}. If a Golden Cog is destroyed this way, create a Gold token and repeat this process.	Pirate Mechanologist Action - Attack	False	True	True	False	True
6CpcdCrJKFkpkdkdLPQqT	Golden Tipple	Red	1	1	3	2				Pirate, Action, Attack		Go again						"When this attacks, you may discard a yellow card. If you do, draw a card and create a Gold token.

**Go again**"	Pirate Action - Attack	False	True	True	True	True
8QrD8rDCQWm78C9fq7tpr	Golden Tipple	Yellow	2	1	2	2				Pirate, Action, Attack		Go again						"When this attacks, you may discard a yellow card. If you do, draw a card and create a Gold token.

**Go again**"	Pirate Action - Attack	False	True	True	True	True
QctzddqGNk8RgCTBMWPMN	Golden Tipple	Blue	3	1	1	2				Pirate, Action, Attack		Go again						"When this attacks, you may discard a yellow card. If you do, draw a card and create a Gold token.

**Go again**"	Pirate Action - Attack	False	True	True	True	True
p9pFJWk6TCzMCLKPB68KG	Goldfin Harpoon	Yellow		0	2					Pirate, Ranger, Action, Arrow, Attack								If this would be put into a graveyard, instead remove it from the game.	Pirate Ranger Action - Arrow Attack	False	True	True	True	True
9KpmmRGnpbdND9Q8GJnT6	Goldkiss Rum									Generic, Token, Item			Instant		Go again			**Instant** - {t} your hero, destroy this: Your next action this turn gets **go again**. Your hero can't {u} this turn unless they're a Pirate.	Generic Token - Item	False	True	True	True	True
8nwFDqnJ8nCHfBMLrwBnr	Goldwing Turbine	Red	1	2		3				Mechanologist, Action								"Your next Mechanologist attack this turn gets +3{p}.

Create a Golden Cog token."	Mechanologist Action	False	True	True	True	True
CwgjPFFG8MpkRF8ztzgFg	Goldwing Turbine	Yellow	2	2		3				Mechanologist, Action								"Your next Mechanologist attack this turn gets +2{p}.

Create a Golden Cog token."	Mechanologist Action	False	True	True	True	True
tDL9LBtmCdmkrNnQzRhQ9	Goldwing Turbine	Blue	3	2		3				Mechanologist, Action								"Your next Mechanologist attack this turn gets +1{p}.

Create a Golden Cog token."	Mechanologist Action	False	True	True	True	True
bPGmQFC976CBt9cTGc88t	Goliath Gauntlet					0				Generic, Equipment, Arms			Action	Go again				**Action** - Destroy this: The next attack action card with cost 2 or more you play this turn gets +2{p}. **Go again**	Generic Equipment - Arms	False	True	True	True	True
DHfcJWbWWPdKWcGdtWmnQ	Gone in a Flash	Red	1	0	4	3				Lightning, Action, Attack								When this attacks, the next time you play an instant card this chain link, you may return this to it's owner's hand.	Lightning Action - Attack	False	True	True	False	True
nnFHwzGctzmqqwMTrfBpQ	Good Deeds Don't Go Unnoticed	Yellow	2	0		3				Generic, Action, Aura								"At the start of each other hero's turn, choose 1; they draw a card, they gain {r}, they gain 1{h}, or their next attack this turn gains +1{p}.

At the start of your turn, destroy this. If another hero drew a card from this, you draw a card, then repeat for {r}, {h}, and {p}."	Generic Action - Aura	False	False	False	False	False
nRPwcrgmmKKKtqgdFW8jd	Good Natured Brutality	Yellow	2	2	6	0				Revered, Brute, Action, Attack		The Crowd Cheers						When this defends, if you have no cards in hand, it gets +6{d} and **the crowd cheers** you.	Revered Brute Action - Attack	False	True	True	False	True
JJqgR7zTPJmjWNtnFdQ88	Good Time Chapeau					2				Guardian, Equipment, Head		Betsy Specialization, Temper	Action	Go again	Wager			"**Betsy Specialization**

**Action** - Destroy a Gold you control: Your next attack this turn gets ""When this attacks a hero, **wager** a Might and a Vigor token with them."" **Go again**

**Temper**"	Guardian Equipment - Head	False	True	True	True	True
WnzRKrcc8cLMN8BKPhnck	Goon Battery	Blue	3	0	1	3				Reviled, Action, Attack								"If you control 3 or more auras, this gets +3{p} and ""When this hits a hero, {t} them."""	Reviled Action - Attack	False	True	True	True	True
JBC8TcFBdKmzKCRtJngJT	Goon Beatdown	Blue	3	0	1	3				Reviled, Action, Attack		The Crowd Boos						"If you control 3 or more auras, this gets +3{p} and ""When this hits a hero, **the crowd boos** you."""	Reviled Action - Attack	False	True	True	True	True
QmJG8pMhhgzJHgRRJTGb6	Goon Tactics	Blue	3	0	1	3				Reviled, Action, Attack								"If you control 3 or more auras, this gets +3{p} and ""When this hits a hero, destroy the top card of their deck."""	Reviled Action - Attack	False	True	True	True	True
mJbdJCLQD9jgQRMPjBrLB	Gore Belching	Red	1	0	7					Generic, Action, Attack								When this attacks, reveal cards from the top of your deck until you reveal an attack action card. If you do, banish it and this gets -X{p}, where X is the {p} of the card banished this way. Otherwise, this gets -7{p}. Shuffle.	Generic Action - Attack	False	True	True	False	True
rbMGNnJJBHjnNMdRCWBhw	Gorganian Tome			0						Generic, Action		Legendary, Go again						"**Legendary**

Draw X cards, where X is 1 plus the number of Gorganian Tomes in all graveyards.

**Go again**"	Generic Action	False	True	True	False	True
tFjCKTzpnNCbMGwgtMjFn	Gorgon's Gaze	Yellow	2	2		3				Mystic, Assassin, Attack Reaction								"Create a Slither in your hand.

Banish all defending attack action cards on the combat chain. If a Chi was pitched to play this, you may play the banished cards this combat chain without paying their {r} cost."	Mystic Assassin Attack Reaction	False	True	True	False	True
FhJWwcJKQjbQhHGRcNFTf	Grains of Bloodspill					2				Warrior, Equipment, Chest		Temper						"Whenever a weapon attack you control hits, you may pay {r}. If you do, create a Vigor token. 

**Temper**"	Warrior Equipment - Chest	False	True	True	False	True
pwfB8pHmJRDD8CfP8mTbr	Grandeur of Valahai	Blue	3							Guardian, Resource, Gem		Legendary						"**Legendary**

When you pitch Grandeur of Valahai, create a Seismic Surge token."	Guardian Resource - Gem	False	True	True	False	True
zBCwfCKHpdpkngRHWMFhN	Grandstand Legplates					*				Generic, Equipment, Legs		Blade Break						"Grandstand Legplates' {d} is equal to the number of opposing heroes with greater {h} than you.

**Blade Break**"	Generic Equipment - Legs	False	True	True	True	True
CKFCLPKmb6nMQW9Jqjdz8	Graphene Chelicera				1					Assassin, Token, Weapon, Dagger, 1H		Stealth, Go again	Once per Turn Action	Attack			Mark	"**Stealth**

**Once per Turn Action** - {r}: **Attack**

When this attacks a **marked** hero, the attack gets **go again**."	Assassin Token Weapon - Dagger (1H)	False	True	True	True	True
76MpwMj77CmK8wDp6HMDn	Grasp of Darkness									Shadow, Equipment, Arms		Blood Debt						"If your hero would be dealt damage, you may banish this to prevent 2 of that damage.

**Blood Debt**"	Shadow Equipment - Arms	False	True	True	True	True
6WM7PKt9BCGmw7wQzn7k6	Grasp of the Arknight					2				Runeblade, Equipment, Arms		Battleworn	Once per Turn Action	Go again				"**Once per Turn Action** - {r}{r}: Create a Runechant token. This ability costs an additional {r} to activate for each Runechant you control. **Go again**

**Battleworn**"	Runeblade Equipment - Arms	False	True	True	False	True
wGPRkjkMdNTdwLQPPb9JK	Gravekeeping	Red	1	1	5	2				Generic, Action, Attack								When this attacks a hero, you may banish a card from their graveyard.	Generic Action - Attack	False	True	True	False	True
q8bTDr6MqMQK6GPrKJRQb	Gravekeeping	Yellow	2	1	4	2				Generic, Action, Attack								When this attacks a hero, you may banish a card from their graveyard.	Generic Action - Attack	False	True	True	False	True
WqcGNMjbcfh8kknkfDrpK	Gravekeeping	Blue	3	1	3	2				Generic, Action, Attack								When this attacks a hero, you may banish a card from their graveyard.	Generic Action - Attack	False	True	True	False	True
drQpPrpDwtQqTLDBNRq7G	Graveling Growl	Red	1	1	7	3				Shadow, Brute, Action, Attack		Blood Debt						"Play Graveling Growl only if a card with 6 or more {p} has been put into your banished zone this turn.

**Blood Debt**"	Shadow Brute Action - Attack	False	True	True	True	True
HTcdhdgt7bhtPBc6NQR7D	Graveling Growl	Yellow	2	1	6	3				Shadow, Brute, Action, Attack		Blood Debt						"Play Graveling Growl only if a card with 6 or more {p} has been put into your banished zone this turn.

**Blood Debt**"	Shadow Brute Action - Attack	False	True	True	True	True
njTt7R6g7QzNHm96wQQDb	Graveling Growl	Blue	3	1	5	3				Shadow, Brute, Action, Attack		Blood Debt						"Play Graveling Growl only if a card with 6 or more {p} has been put into your banished zone this turn.

**Blood Debt**"	Shadow Brute Action - Attack	False	True	True	True	True
Ng9LqqDzcwcTmQmDzWzjT	Graven Call				1					Assassin, Weapon, Dagger, 1H		Piercing 1	Once per Turn Action, Instant	Attack, Go again				"**Once per Turn Action** - {r}{r}: **Attack**. **Go again**

**Piercing 1**

**Instant** - Destroy 2 Silver you control: Equip this with a +1{p} counter. Activate this ability only while this is in your graveyard."	Assassin Weapon - Dagger (1H)	False	True	True	False	True
ctk8ztqbzqLTRGNrQkJwf	Graven Cowl					2				Assassin, Equipment, Head		Blade Break						"While this is in your graveyard, at the start of your turn, you may destroy 2 Silver you control. If you do, equip this.

When this is equipped from anywhere other than your graveyard, put a -1{d} counter on it.

**Blade Break**"	Assassin Equipment - Head	False	True	True	True	True
wkgMjwtjQk7NCGLFt9wDw	Graven Gaslight									Assassin, Equipment, Off-Hand		Spellvoid 1	Instant					"**Instant** - Destroy 2 Silver you control: Equip this. Activate this only while this is in your graveyard.

**Spellvoid 1**"	Assassin Equipment - Off-Hand	False	True	True	False	True
tbhqDHnRMTh9JtkGdpwpG	Graven Gloves					2				Assassin, Equipment, Arms		Blade Break						"While this is in your graveyard, at the start of your turn, you may destroy 2 Silver you control. If you do, equip this.

When this is equipped from anywhere other than your graveyard, put a -1{d} counter on it.

**Blade Break**"	Assassin Equipment - Arms	False	True	True	True	True
wTC7KKjRHpQdTrHCTgkJj	Graven Justaucorpse					1				Necromancer, Equipment, Chest		Battleworn	Instant					"**Instant** - Destroy this: Discard a card. Gain {r} equal to its pitch value.

**Battleworn**"	Necromancer Equipment - Chest	False	True	True	False	True
JccrcTgJrBnTWHqk6GnTP	Graven Vestment					2				Assassin, Equipment, Chest		Blade Break						"While this is in your graveyard, at the start of your turn, you may destroy 2 Silver you control. If you do, equip this.

When this is equipped from anywhere other than your graveyard, put a -1{d} counter on it.

**Blade Break**"	Assassin Equipment - Chest	False	True	True	True	True
PjpbjQFgwwt6Bc6BcwRr9	Graven Walkers					2				Assassin, Equipment, Legs		Blade Break						"While this is in your graveyard, at the start of your turn, you may destroy 2 Silver you control. If you do, equip this.

When this is equipped from anywhere other than your graveyard, put a -1{d} counter on it.

**Blade Break**"	Assassin Equipment - Legs	False	True	True	True	True
Fq9Cg9pKGFKrTbfHq9mBb	Gravy Bones						20	4		Pirate, Necromancer, Hero, Young			Instant					"**Instant** - {t}, destroy a Gold you control: Draw a card, then discard a card.

If a blue card has been put into your graveyard this turn, you may play cards with watery grave from your graveyard."	Pirate Necromancer Hero - Young	False	True	False	True	False
wbjNnhBq6cMwDfwdtrkhn	Gravy Bones, Shipwrecked Looter						40	4		Pirate, Necromancer, Hero			Instant					"**Instant** - {t}, destroy a Gold you control: Draw a card, then discard a card.

If a blue card has been put into your graveyard this turn, you may play cards with watery grave from your graveyard."	Pirate Necromancer Hero	False	False	True	False	True
fNGtM6WDcWMR6DcmjtRdw	Great Library of Solana			2						Light, Action, Landmark		Legendary	Action	Go again				"**Legendary**

At the beginning of each end phase, if a hero has 2 or more cards with yellow color strips in their pitch zone, they gain +1{i} until end of turn.

**Action** - Discard 2 cards with yellow color strips: Destroy Great Library of Solana. Any hero may activate this ability. **Go again**"	Light Action - Landmark	True	True	True	False	True
nqLhpPdNcfDcWHgLkQrM9	Grim Feast	Red	1	3		2				Shadow, Action		Blood Debt						"You may play this from your banished zone. If you do, it costs {r}{r} less to play.

Gain 3{h}

**Blood Debt**"	Shadow Action	False	True	True	False	True
DKMp7DQNwqh6CrkP6G6R7	Grim Feast	Yellow	2	3		2				Shadow, Action		Blood Debt						"You may play this from your banished zone. If you do, it costs {r}{r} less to play.

Gain 2{h}

**Blood Debt**"	Shadow Action	False	True	True	False	True
BkFwNf9wHWK8LBdN9b9t6	Grim Feast	Blue	3	3		2				Shadow, Action		Blood Debt						"You may play this from your banished zone. If you do, it costs {r}{r} less to play.

Gain 1{h}

**Blood Debt**"	Shadow Action	False	True	True	False	True
fjzKPPn6MD6qHWGTbwWtM	Grimoire of Fellingsong									Runeblade, Equipment, Off-Hand			Instant					**Instant** - {r}, destroy this: Create a Runechant token.	Runeblade Equipment - Off-Hand	False	True	True	False	True
bpcWc9DJf9pzfBczMWczJ	Grimoire of the Haunt									Shadow, Runeblade, Equipment, Off-Hand		Blood Debt, Arcane Barrier 1	Instant					"**Instant** - {r}, banish this: Create an Eloquence token.

**Arcane Barrier 1**

**Blood Debt**"	Shadow Runeblade Equipment - Off-Hand	False	True	True	False	True
FNKwLndWDcnRp8T6bjTqT	Grind Them Down	Red	1	3	7	3				Guardian, Action, Attack		Crush						**Crush** - When this deals 4 or more damage to a hero, destroy the top card of their deck.	Guardian Action - Attack	False	True	True	True	True
8pDHPwfjKjrCp9CFjbn6t	Grind Them Down	Yellow	2	3	6	3				Guardian, Action, Attack		Crush						**Crush** - When this deals 4 or more damage to a hero, destroy the top card of their deck.	Guardian Action - Attack	False	True	True	True	True
kdLqQ7BbpnTnCkJ9LzPTT	Grind Them Down	Blue	3	3	5	3				Guardian, Action, Attack		Crush						**Crush** - When this deals 4 or more damage to a hero, destroy the top card of their deck.	Guardian Action - Attack	False	True	True	True	True
TNGCHzzLBft9q77QhkW9d	Grinding Gears	Blue	3	0						Mechanologist, Action, Item		Crank	Action					"**Crank**

This enters the arena with a steam counter. At the start of your turn, destroy this unless you remove a steam counter from it.

**Action** - 0: Target hero destroys the top card of their deck."	Mechanologist Action - Item	False	True	True	False	True
JzRH98DmhDN98PnGR8bcg	Groundbreaker Crix						20	4		Guardian, Hero, Pit-Fighter		Clash			Protect			"Your attacks get +1{p} while attacking a hero who controls a Seismic Surge token.

Whenever you attack a Guardian hero, **clash** with them. The winner creates a Seismic Surge token."	Guardian Hero - Pit-Fighter	False	False	False	False	False
LT6DJwbzTFg8pwp6dGG6M	Grow Claws	Red	1	1	4	2				Ninja, Action, Attack		Go again						"If a Draconic attack was the last attack this combat chain, this gets +1{p}.

**Go again**"	Ninja Action - Attack	False	True	True	True	True
K7MCKJGwJDzMzgHPbrRDw	Grow Claws	Yellow	2	1	3	2				Ninja, Action, Attack		Go again						"If a Draconic attack was the last attack this combat chain, this gets +1{p}.

**Go again**"	Ninja Action - Attack	False	True	True	True	True
pkLRWtNDtBTQH8fkFJ8hb	Grow Claws	Blue	3	1	2	2				Ninja, Action, Attack		Go again						"If a Draconic attack was the last attack this combat chain, this gets +1{p}.

**Go again**"	Ninja Action - Attack	False	True	True	True	True
tLQ97QFt6qWCTPqbng7W7	Grow Wings	Red	1	0	3	3				Ninja, Action, Attack		Go again						If a Draconic attack was the last attack this combat chain, this gets **go again**.	Ninja Action - Attack	False	True	True	True	True
BdMBk67WBktQwcBmff9rm	Grow Wings	Yellow	2	0	2	3				Ninja, Action, Attack		Go again						If a Draconic attack was the last attack this combat chain, this gets **go again**.	Ninja Action - Attack	False	True	True	True	True
tNqhWw8WPHzbjBjRcNzMp	Grow Wings	Blue	3	0	1	3				Ninja, Action, Attack		Go again						If a Draconic attack was the last attack this combat chain, this gets **go again**.	Ninja Action - Attack	False	True	True	True	True
gqJnkdRN8WkHKtFNtPTgN	Growl	Red	1	0	3	2				Ninja, Action, Attack		Go again						"When this attacks, the next Crouching Tiger you play this combat chain gets +1{p}.

**Go again**"	Ninja Action - Attack	False	True	True	False	True
p7gwqttrJdHDgWjpCHhtk	Growl	Yellow	2	0	2	2				Ninja, Action, Attack		Go again						"When this attacks, the next Crouching Tiger you play this combat chain gets +1{p}.

**Go again**"	Ninja Action - Attack	False	True	True	False	True
wLbNLfGtn86JfCTKBdMRg	Guardian of the Shadowrealm	Red	1	2		6				Shadow, Defense Reaction		Blood Debt	Action					"**Action** - {r}{r}: Return Guardian of the Shadowrealm from your banished zone into your hand. Activate this ability only while Guardian of the Shadowrealm is in your banished zone.

**Blood Debt**"	Shadow Defense Reaction	False	True	True	False	True
NCG7Gj8FnzJfDbmHQF6gF	Gustwave of the Second Wind	Red	1	0	4	3				Ninja, Action, Attack		Combo, Go again						**Combo** - If Surging Strike was the last attack this combat chain, this gets **go again**.	Ninja Action - Attack	False	True	True	False	True
bkMchLmgcWQfPCf7MtjnF	HMS Barracuda	Yellow	2	4	6	3				Pirate, Action, Attack		High Tide, Overpower						"When this hits a hero, destroy an ally they control.

**High Tide** - If there are 2 or more blue cards in your pitch zone, this gets +1{p} and **overpower**."	Pirate Action - Attack	False	True	True	False	True
7p9qhCT76DDh6MQ9zFDwK	HMS Kraken	Yellow	2	4	6	3				Pirate, Action, Attack		High Tide, Overpower						"When this hits a hero, destroy an item they control.

**High Tide** - If there are 2 or more blue cards in your pitch zone, this gets +1{p} and **overpower**."	Pirate Action - Attack	False	True	True	False	True
NPjFdzCwz8HKdGkcwLPmw	HMS Marlin	Yellow	2	4	6	3				Pirate, Action, Attack		High Tide, Overpower						"When this hits a hero, destroy the top card of their deck.

**High Tide** - If there are 2 or more blue cards in your pitch zone, this gets +1{p} and **overpower**."	Pirate Action - Attack	False	True	True	False	True
PhqfJGJnp8FkNNqQb9crd	Haboob	Red	1	0		3				Draconic, Illusionist, Action, Aura		Go again						"**Go again**

At the start of each turn, put a storm counter on this, then destroy it unless you destroy an ash you control for each storm counter on it.

Attack action cards get -1{p} while attacking or defending."	Draconic Illusionist Action - Aura	False	True	True	False	True
LPNDBTkkJ9gfhfnqrctfJ	Hack to Reality	Yellow	2	1		2				Generic, Action		Go again						"Your next attack this turn gets +2{p}.

The next time you hit a hero this turn, destroy a non-token aura they own with cost less than or equal to the damage dealt this way.

**Go again**"	Generic Action	False	True	True	False	True
cjBPdpPNhzkzgdRCtKGPG	Hadron Collider	Red	1	1						Mechanologist, Action, Item		Crank					Boost	"**Crank**

This enters the arena with 4 steam counters. At the start of your turn, destroy this unless you remove a steam counter from it.

When you **boost** an attack, destroy this. If you do, the attack gets +X{p}, where X is the number of steam counters on this."	Mechanologist Action - Item	False	True	True	True	True
